,usageclass,checkouttype,materialtype,checkoutyear,checkoutmonth,checkouts,title,isbn,creator,subjects,publisher,publicationyear
6040,Digital,OverDrive,EBOOK,2018,1,1,"Princess at Sea: Princess Series, Book 2",,Dawn Cook,"Fantasy, Fiction","Penguin Group (USA), Inc.",2010
6041,Digital,OverDrive,EBOOK,2018,1,9,Shantaram: A Novel,,Gregory David Roberts,"Fiction, Thriller",Macmillan Publishers,2013
6042,Digital,OverDrive,EBOOK,2018,1,1,The Cay,,Theodore Taylor,"Classic Literature, Juvenile Fiction, Juvenile Literature","Random House, Inc.",2011
6047,Digital,OverDrive,EBOOK,2018,1,2,Of Giants and Ice,,Shelby Bach,"Folklore, Juvenile Fiction, Juvenile Literature","Simon & Schuster, Inc.",2014
6058,Digital,OverDrive,EBOOK,2018,1,1,"The Rosary Girls: Kevin Byrne & Jessica Balzano Series, Book 1",,Richard Montanari,"Fiction, Mystery, Suspense, Thriller","Random House, Inc.",2011
6060,Digital,OverDrive,EBOOK,2018,1,1,"The Lucifer Gospel: Finn Ryan Series, Book 2",,Paul Christopher,"Fiction, Thriller","Penguin Group (USA), Inc.",2011
6067,Digital,OverDrive,EBOOK,2018,1,2,The Republic,,Desmond Lee,"Nonfiction, Philosophy","Penguin Group (USA), Inc.",2011
6071,Digital,OverDrive,EBOOK,2018,1,1,The Newlyweds,,Nell Freudenberger,"Fiction, Literature","Random House, Inc.",2012
6075,Digital,OverDrive,EBOOK,2018,1,1,"Born to Be Wild: The Others Series, Book 15",,Christine Warren,"Fantasy, Fiction, Romance",Macmillan Publishers,2013
6079,Digital,OverDrive,EBOOK,2018,1,1,"Reforming a Rake: With This Ring Series, Book 1",,Suzanne Enoch,"Fiction, Romance",HarperCollins Publishers Inc.,2014
6083,Digital,OverDrive,EBOOK,2018,1,1,"The Bookwoman's Last Fling: Cliff Janeway Series, Book 5",,John Dunning,"Fiction, Literature, Mystery","Simon & Schuster, Inc.",2014
6085,Digital,OverDrive,EBOOK,2018,1,2,The Core of the Sun,,Johanna Sinisalo,"Fiction, Literature",Lightning Source Inc,2016
6086,Digital,OverDrive,EBOOK,2018,1,3,The House of Mirth (World Digital Library Edition),,Edith Wharton,"Fiction, Literature",Barnes & Noble World Digital Library,2005
6087,Digital,OverDrive,EBOOK,2018,1,12,"The Woman Who Walked in Sunshine: The No. 1 Ladies' Detective Agency Series, Book 16",,Alexander McCall Smith,"Fiction, Humor (Fiction), Mystery","Random House, Inc.",2015
6093,Digital,OverDrive,EBOOK,2018,1,2,Tales of Pirx the Pilot,,Stanislaw Lem,"Fiction, Science Fiction",Houghton Mifflin Harcourt Trade and Reference,2014
6098,Digital,OverDrive,EBOOK,2018,1,2,In a Free State: A Novel,,V. S. Naipaul,"Fiction, Literature","Random House, Inc.",2011
6103,Digital,OverDrive,EBOOK,2018,1,2,"Sparking the Fire: Hot in Chicago Series, Book 3",,Kate Meader,"Fiction, Romance","Simon & Schuster, Inc.",2016
6108,Digital,OverDrive,EBOOK,2018,1,38,Golden Hill: A Novel of Old New York,,Francis Spufford,"Fiction, Historical Fiction, Literature","Simon & Schuster, Inc.",2017
6117,Digital,OverDrive,EBOOK,2018,1,7,"Mr. Lemoncello's Library Olympics: Mr. Lemoncello Series, Book 2",,Chris Grabenstein,"Juvenile Fiction, Mystery","Random House, Inc.",2016
6120,Digital,OverDrive,EBOOK,2018,1,3,A Fairy-Tail Adventure,,Mary Man-Kong,"Juvenile Fiction, Juvenile Literature, Picture Book Fiction","Random House, Inc.",2012
6124,Digital,OverDrive,EBOOK,2018,1,1,Flying Solo,,Ralph Fletcher,"Juvenile Fiction, Juvenile Literature",Houghton Mifflin Harcourt Trade and Reference,2011
6143,Digital,OverDrive,EBOOK,2018,1,11,"A Treacherous Curse: Veronica Speedwell Series, Book 3",,DEANNA RAYBOURN,"Fiction, Historical Fiction, Mystery, Romance","Penguin Group (USA), Inc.",2018
6151,Digital,OverDrive,EBOOK,2018,1,1,Steampunk III: Steampunk Revolution,,Ann VanderMeer,"Fiction, Science Fiction, Short Stories",Perseus Books Group,2012
6152,Digital,OverDrive,EBOOK,2018,1,3,Glimmer,,Beth Kery,"Fiction, Literature, Romance","Penguin Group (USA), Inc.",2015
6157,Digital,OverDrive,EBOOK,2018,1,1,Nothing Short of Dying,,Erik Storey,"Fiction, Suspense, Thriller","Simon & Schuster, Inc.",2016
6161,Digital,OverDrive,EBOOK,2018,1,3,"My, My, My, My, My",,Tara Hardy,"Fiction, Poetry",SCB Distributors,2017
6180,Digital,OverDrive,EBOOK,2018,1,1,Drinking and Dating: P.S. Social Media Is Ruining Romance,,Brandi Glanville,"Biography & Autobiography, Family & Relationships, Humor (Nonfiction), Nonfiction",HarperCollins Publishers Inc.,2014
6187,Digital,OverDrive,EBOOK,2018,1,6,Clean Meat: How Growing Meat Without Animals Will Revolutionize Dinner and the World,,Paul Shapiro,"Nonfiction, Sociology, Technology","Simon & Schuster, Inc.",2018
6189,Digital,OverDrive,EBOOK,2018,1,6,What to Expect When You're Expecting,,Heidi Murkoff,"Family & Relationships, Health & Fitness, Nonfiction",Workman Publishing,2016
6208,Digital,OverDrive,EBOOK,2018,1,1,"The Gate House: John Sutter Series, Book 2",,Nelson DeMille,"Fiction, Suspense, Thriller","Hachette Digital, Inc.",2009
6209,Digital,OverDrive,EBOOK,2018,1,2,The Cheltenham Square Murder,,John Bude,"Fiction, Mystery",Poisoned Pen Press,2017
6221,Digital,OverDrive,EBOOK,2018,1,1,"Trust in Me: Wait for You Series, Book 1.5",,J. Lynn,"Fiction, Romance, Short Stories",HarperCollins Publishers Inc.,2014
6227,Digital,OverDrive,EBOOK,2018,1,3,The Psychology of Love,,Sigmund Freud,"Nonfiction, Psychology","Penguin Group (USA), Inc.",2013
6230,Digital,OverDrive,EBOOK,2018,1,1,Saved: Rescued Animals and the Lives They Transform,,Karin Winegar,"Nonfiction, Pets","Hachette Digital, Inc.",2012
6239,Digital,OverDrive,EBOOK,2018,1,1,"Shadow of the Hegemon: Ender Wiggin: Shadow Saga, Book 2",,Orson Scott Card,"Fiction, Science Fiction",Macmillan Publishers,2013
6245,Digital,OverDrive,EBOOK,2018,1,2,Heart of Texas Vol. 2: Caroline's Child\Dr. Texas,,Debbie Macomber,"Fiction, Literature, Relationship Novel, Romance","Harlequin Enterprises, Ltd.",2007
6256,Digital,OverDrive,EBOOK,2018,1,2,"The Treatment: The Program Series, Book 2",,Suzanne Young,"Romance, Science Fiction, Young Adult Fiction","Simon & Schuster, Inc.",2014
6257,Digital,OverDrive,EBOOK,2018,1,1,Above Suspicion,,Helen Macinnes,"Fiction, Suspense, Thriller","Random House, Inc.",2013
6262,Digital,OverDrive,EBOOK,2018,1,1,Smashing Logo Design: The Art of Creating Visual Identities,,Gareth Hardy,"Computer Technology, Nonfiction","John Wiley & Sons, Inc.",2013
6267,Digital,OverDrive,EBOOK,2018,1,1,The Reaper,,Peter Lovesey,"Fiction, Humor (Fiction), Mystery","Random House, Inc.",2011
6269,Digital,OverDrive,EBOOK,2018,1,1,"Detention of Doom: DC Comics: Secret Hero Society Series, Book 3",,Derek Fridolfs,"Comic and Graphic Books, Juvenile Fiction, Juvenile Literature","Scholastic, Inc. (US)",2018
6281,Digital,OverDrive,EBOOK,2018,1,1,"The Accidental Billionaires: The Founding of Facebook: A Tale of Sex, Money, Genius and Betrayal",,Ben Mezrich,"Biography & Autobiography, Business, Nonfiction, Technology","Random House, Inc.",2009
6283,Digital,OverDrive,EBOOK,2018,1,1,"Grunt Traitor: Task Force Ombra Series, Book 2",,Weston Ochse,"Fiction, Science Fiction",Rebellion Publishing Ltd,2017
6290,Digital,OverDrive,EBOOK,2018,1,3,"Rough Justice: Rosato & Associates Series, Book 3",,Lisa Scottoline,"Fiction, Mystery, Thriller",HarperCollins Publishers Inc.,2005
6294,Digital,OverDrive,EBOOK,2018,1,4,"Seven Up: Stephanie Plum Series, Book 7",,Janet Evanovich,"Fiction, Humor (Fiction), Mystery",Macmillan Publishers,2013
6298,Digital,OverDrive,EBOOK,2018,1,4,"A Breach of Promise: William Monk Mystery Series, Book 9",,Anne Perry,"Fiction, Historical Fiction, Mystery","Random House, Inc.",2011
6299,Digital,OverDrive,EBOOK,2018,1,10,How to Talk so Little Kids Will Listen: A Survival Guide to Life with Children Ages 2-7,,Joanna Faber,"Family & Relationships, Nonfiction, Psychology, Self Help","Simon & Schuster, Inc.",2017
6303,Digital,OverDrive,EBOOK,2018,1,1,"The Wrath of Mulgarath: The Spiderwick Chronicles, Book 5",,Holly Black,"Fantasy, Juvenile Fiction, Mythology","Simon & Schuster, Inc.",2014
6314,Digital,OverDrive,EBOOK,2018,1,1,"Smells Like Finn Spirit: Finn Fancy Series, Book 3",,Randy Henderson,"Fantasy, Fiction, Humor (Fiction), Literature",Macmillan Publishers,2017
6318,Digital,OverDrive,EBOOK,2018,1,1,"Crossing Over: Camp Rolling Hills Series, Book 2",,Stacy Davidowitz,"Humor (Fiction), Juvenile Fiction, Juvenile Literature",ABRAMS,2016
6319,Digital,OverDrive,EBOOK,2018,1,1,"The Origin of the Family, Private Property and the State",,Friedrich Engels,"Nonfiction, Philosophy","Penguin Group (USA), Inc.",2011
6320,Digital,OverDrive,EBOOK,2018,1,1,"Love with a Perfect Cowboy: Cupid, Texas Series, Book 4",,Lori Wilde,"Fiction, Romance",HarperCollins Publishers Inc.,2017
6321,Digital,OverDrive,EBOOK,2018,1,1,The Zombie Survival Guide: Recorded Attacks,,Max Brooks,"Comic and Graphic Books, Fantasy, Fiction, Horror","Random House, Inc.",2011
6328,Digital,OverDrive,EBOOK,2018,1,2,"The Princess in Black and the Perfect Princess Party: Princess in Black Series, Book 2",,Shannon Hale,"Comic and Graphic Books, Juvenile Fiction",Candlewick Press,2017
6334,Digital,OverDrive,EBOOK,2018,1,2,"Taking Chase: Chase Brothers Series, Book 2",,Lauren Dane,"Erotic Literature, Fiction, Romance","Samhain Publishing, Ltd.",2013
6343,Digital,OverDrive,EBOOK,2018,1,4,"Only Us: A Fool's Gold Holiday: Fool's Gold Series, Book 6.1",,Susan Mallery,"Fiction, Romance","Harlequin Enterprises, Ltd.",2011
6346,Digital,OverDrive,EBOOK,2018,1,2,The Whiteness of the Whale: A Novel,,David Poyer,"Fiction, Thriller",Macmillan Publishers,2014
6351,Digital,OverDrive,EBOOK,2018,1,1,The Door to December,,Dean Koontz,"Fiction, Suspense","Penguin Group (USA), Inc.",2011
6352,Digital,OverDrive,EBOOK,2018,1,3,By Your Side,,Kasie West,"Romance, Young Adult Fiction, Young Adult Literature",HarperCollins Publishers Inc.,2017
6353,Digital,OverDrive,EBOOK,2018,1,1,Letting Go of Anger: The Eleven Most Common Anger Styles and What to Do About Them,,Patricia Potter-Efron,"Nonfiction, Self-Improvement",New Harbinger Publications,2011
6355,Digital,OverDrive,EBOOK,2018,1,6,"Sabriel: Old Kingdom Trilogy, Book 1",,Garth Nix,"Science Fiction & Fantasy, Suspense, Young Adult Fiction",HarperCollins Publishers Inc.,2005
6362,Digital,OverDrive,EBOOK,2018,1,1,An Indecent Proposition,,Emma Wildes,"Fiction, Romance","Penguin Group (USA), Inc.",2013
6368,Digital,OverDrive,EBOOK,2018,1,1,"The Sun and the Moon: The Remarkable True Account of Hoaxers, Showmen, Dueling Journalists, and Lunar Man-Bats in Nineteenth-Century New York",,Matthew Goodman,"History, Nonfiction",Perseus Books Group,2010
6377,Digital,OverDrive,EBOOK,2018,1,2,"The Bloody Ground: The Starbuck Chronicles, Book 4",,Bernard Cornwell,"Fiction, Historical Fiction",HarperCollins Publishers Inc.,2010
6378,Digital,OverDrive,EBOOK,2018,1,2,Vector,,James Abel,"Fiction, Thriller","Penguin Group (USA), Inc.",2017
6384,Digital,OverDrive,EBOOK,2018,1,1,Since I Laid My Burden Down,,Brontez Purnell,"Fiction, Literature",Lightning Source Inc,2017
6391,Digital,OverDrive,EBOOK,2018,1,3,"Tagged for Death: Sarah Winston Garage Sale Mystery Series, Book 1",,Sherry Harris,"Fiction, Mystery","Random House, Inc.",2014
6405,Digital,OverDrive,EBOOK,2018,1,2,Pure Flavor: 125 Fresh All-American Recipes from the Pacific Northwest,,Kurt Beecher Dammeier,"Cooking & Food, Nonfiction, Travel","Random House, Inc.",2009
6422,Digital,OverDrive,EBOOK,2018,1,1,Holly Creek (Français),,Poppy Dennison,"Fiction, Literature, Romance",Dreamspinner Press,2017
6427,Digital,OverDrive,EBOOK,2018,1,2,"Blue Moon Promise: Under Texas Stars Series, Book 1",,Colleen Coble,"Christian Fiction, Fiction, Romance",Thomas Nelson Inc.,2012
6437,Digital,OverDrive,EBOOK,2018,1,2,Pyramid: And Four Other Kurt Wallander Mysteries,,Henning Mankell,"Fiction, Mystery",Lightning Source Inc,2011
6440,Digital,OverDrive,EBOOK,2018,1,2,"Adventure According to Humphrey: Humphrey Series, Book 5",,Betty G. Birney,"Humor (Fiction), Juvenile Fiction","Penguin Group (USA), Inc.",2009
6444,Digital,OverDrive,EBOOK,2018,1,1,The Pushcart War,,Jean Merrill,"Juvenile Fiction, Juvenile Literature","Random House, Inc.",2014
6448,Digital,OverDrive,EBOOK,2018,1,1,"A Dollar, a Penny, How Much and How Many?",,Brian P. Cleary,"Juvenile Nonfiction, Mathematics",Lerner Publishing Group,2012
6454,Digital,OverDrive,EBOOK,2018,1,1,"An Irish Doctor in Love and at Sea: Irish Country Series, Book 10",,Patrick Taylor,"Fiction, Literature",Macmillan Publishers,2015
6458,Digital,OverDrive,EBOOK,2018,1,1,"Pride and Prejudice and Zombies: Pride and Prejudice and Zombies Series, Book 2",,Jane Austen,"Fiction, Historical Fiction, Horror, Humor (Fiction)","Random House, Inc.",2011
6459,Digital,OverDrive,EBOOK,2018,1,2,Garlic and Sapphires: The Secret Life of a Critic in Disguise,,Ruth Reichl,"Biography & Autobiography, Cooking & Food, Nonfiction","Penguin Group (USA), Inc.",2008
6468,Digital,OverDrive,EBOOK,2018,1,5,"3rd Degree: Women's Murder Club Series, Book 3",,James Patterson,"Fiction, Thriller","Hachette Digital, Inc.",2005
6476,Digital,OverDrive,EBOOK,2018,1,3,The Rule of Four: A Novel,,Ian Caldwell,"Fiction, Historical Fiction, Thriller","Random House, Inc.",2015
6479,Digital,OverDrive,EBOOK,2018,1,2,Splat the Cat and the Late Library Book,,Rob Scotton,"Humor (Fiction), Juvenile Fiction, Juvenile Literature, Picture Book Fiction",HarperCollins Publishers Inc.,2016
6489,Digital,OverDrive,EBOOK,2018,1,12,"Magic Bites: Kate Daniels Series, Book 1",,Ilona Andrews,"Fantasy, Fiction","Penguin Group (USA), Inc.",2011
6492,Digital,OverDrive,EBOOK,2018,1,2,"The Apostle: Scot Harvath Series, Book 8",,Brad Thor,"Fiction, Thriller","Simon & Schuster, Inc.",2014
6495,Digital,OverDrive,EBOOK,2018,1,1,Monday with a Mad Genius,,Mary Pope Osborne,"Fantasy, Historical Fiction, Juvenile Fiction","Random House, Inc.",2011
6505,Digital,OverDrive,EBOOK,2018,1,1,Demokrasi: Indonesia in the 21st Century,,Hamish McDonald,"History, Nonfiction, Politics",Macmillan Publishers,2015
6510,Digital,OverDrive,EBOOK,2018,1,8,"The Gray Man: Court Gentry Series, Book 1",,Mark Greaney,"Fiction, Mystery, Thriller","Penguin Group (USA), Inc.",2011
6511,Digital,OverDrive,EBOOK,2018,1,3,"Ring in the Holidays: Hunk for the Holidays Series, Book 2",,Katie Lane,"Fiction, Literature, Romance","Hachette Digital, Inc.",2014
6522,Digital,OverDrive,EBOOK,2018,1,1,The Nature of Things,,Lucretius,"Fiction, Poetry","Penguin Group (USA), Inc.",2011
6523,Digital,OverDrive,EBOOK,2018,1,2,Tomorrow War: Serpent Road: A Novel,,J. L. Bourne,"Fantasy, Fiction, Literature, Thriller","Simon & Schuster, Inc.",2017
6530,Digital,OverDrive,EBOOK,2018,1,1,"Betrayal: Scarlet Deception, Book 3",,Christina Dodd,"Fiction, Romance, Suspense","Penguin Group (USA), Inc.",2013
6532,Digital,OverDrive,EBOOK,2018,1,3,"Dark Predator: Dark Series, Book 22",,Christine Feehan,"Fantasy, Fiction, Romance","Penguin Group (USA), Inc.",2011
6546,Digital,OverDrive,EBOOK,2018,1,2,Fresh Start: The New You Begins Today,,Joel Osteen,"Nonfiction, Religion & Spirituality","Hachette Digital, Inc.",2016
6560,Digital,OverDrive,EBOOK,2018,1,3,Headhunters on My Doorstep: A True Treasure Island Ghost Story,,J. Maarten Troost,"Biography & Autobiography, Nonfiction","Penguin Group (USA), Inc.",2013
6568,Digital,OverDrive,EBOOK,2018,1,2,Midnight Sons Volume 2,,Debbie Macomber,"Fiction, Romance","Harlequin Enterprises, Ltd.",2009
6573,Digital,OverDrive,EBOOK,2018,1,1,The Curious George Complete Adventures,,H. A. Rey,"Juvenile Fiction, Picture Book Fiction",Houghton Mifflin Harcourt Trade and Reference,2011
6584,Digital,OverDrive,EBOOK,2018,1,1,"The Ghosts at the Movie Theater: The Haunted Library Series, Book 9",,Dori Hillestad Butler,"Juvenile Fiction, Juvenile Literature, Mystery","Penguin Group (USA), Inc.",2017
6587,Digital,OverDrive,EBOOK,2018,1,1,"Baby Knows Best: Raising a Confident and Resourceful Child, the RIE™ Way",,Deborah Carlisle Solomon,"Family & Relationships, Nonfiction","Hachette Digital, Inc.",2014
6589,Digital,OverDrive,EBOOK,2018,1,1,"Unfallen Dead: Connor Grey Series, Book 3",,Mark Del Franco,"Fantasy, Fiction","Penguin Group (USA), Inc.",2011
6591,Digital,OverDrive,EBOOK,2018,1,2,The Lightning-Struck Heart,,TJ Klune,"Fantasy, Fiction, Romance",Dreamspinner Press,2017
6594,Digital,OverDrive,EBOOK,2018,1,1,"Quarry in the Middle: Quarry Series, Book 8",,Max Allan Collins,"Fiction, Mystery","Random House, Inc.",2011
6596,Digital,OverDrive,EBOOK,2018,1,3,A Tyranny of Queens,,Foz Meadows,"Fantasy, Fiction, Literature","Random House, Inc.",2017
6598,Digital,OverDrive,EBOOK,2018,1,85,"The Fifth Season: Broken Earth Series, Book 1",,N. K. Jemisin,"Fantasy, Fiction, Thriller","Hachette Digital, Inc.",2015
6601,Digital,OverDrive,EBOOK,2018,1,2,Potty Training Girls the Easy Way: A Stress-Free Guide to Helping Your Daughter Learn Quickly,,Caroline Fertleman,"Family & Relationships, Nonfiction","Hachette Digital, Inc.",2011
6619,Digital,OverDrive,EBOOK,2018,1,2,Once More With Feeling,,Nora Roberts,"Fiction, Humor (Fiction), Romance","Penguin Group (USA), Inc.",2013
6621,Digital,OverDrive,EBOOK,2018,1,4,The Bride Says Maybe: The Brides of Wishmore,,Cathy Maxwell,"Fiction, Historical Fiction, Romance",HarperCollins Publishers Inc.,2014
6623,Digital,OverDrive,EBOOK,2018,1,2,Wonders of the Invisible World,,Patricia A. McKillip,"Fantasy, Fiction, Mythology, Short Stories",Perseus Books Group,2012
6624,Digital,OverDrive,EBOOK,2018,1,1,Love on the Lifts,,Rachel Hawthorne,"Romance, Young Adult Fiction",HarperCollins Publishers Inc.,2011
6649,Digital,OverDrive,EBOOK,2018,1,1,"The Smurfs Anthology, Volume 2",,Peyo,"Comic and Graphic Books, Juvenile Fiction",Macmillan Publishers,2015
6653,Digital,OverDrive,EBOOK,2018,1,5,The Rough Guide Phrasebook Czech,,Lexus,"Foreign Language Study, Nonfiction, Travel",DK Publishing & Rough Guides,2011
6654,Digital,OverDrive,EBOOK,2018,1,1,The Spymaster's Daughter,,Jeane Westin,"Fiction, Historical Fiction","Penguin Group (USA), Inc.",2013
6656,Digital,OverDrive,EBOOK,2018,1,3,Life's Golden Ticket: A Story About Second Chances,,Brendon Burchard,"Nonfiction, Self-Improvement",HarperCollins Publishers Inc.,2016
6658,Digital,OverDrive,EBOOK,2018,1,5,"Rosemarked: Rosemarked Series, Book 1",,Livia Blackburne,"Fantasy, Historical Fiction, Young Adult Fiction, Young Adult Literature",Disney Digital Books,2017
6660,Digital,OverDrive,EBOOK,2018,1,1,Dino-Boarding,,Lisa Wheeler,"Juvenile Fiction, Juvenile Literature, Picture Book Fiction",Lerner Publishing Group,2016
6663,Digital,OverDrive,EBOOK,2018,1,2,"Come a Little Bit Closer: The Sullivans Series, Book 7",,Bella Andre,"Fiction, Romance",Oak Press LLC,2013
6667,Digital,OverDrive,EBOOK,2018,1,1,Amsterdam: A History of the World's Most Liberal City,,Russell Shorto,"History, Nonfiction, Travel","Random House, Inc.",2013
6671,Digital,OverDrive,EBOOK,2018,1,10,A Simplified Life: Tactical Tools for Intentional Living,,Emily Ley,"Nonfiction, Religion & Spirituality, Self-Improvement",Thomas Nelson Inc.,2017
6674,Digital,OverDrive,EBOOK,2018,1,3,"Shuffle, Repeat",,Jen Klein,"Romance, Young Adult Fiction, Young Adult Literature","Random House, Inc.",2016
6683,Digital,OverDrive,EBOOK,2018,1,2,"Who Was Martin Luther King, Jr.?",,Bonnie Bader,"Biography & Autobiography, Juvenile Nonfiction","Penguin Group (USA), Inc.",2013
6700,Digital,OverDrive,EBOOK,2018,1,1,Like Pickle Juice on a Cookie,,Julie Sternberg,"Juvenile Fiction, Literature",ABRAMS,2013
6702,Digital,OverDrive,EBOOK,2018,1,6,"The Porcupine Year: The Birchbark House Series, Book 3",,Louise Erdrich,"Historical Fiction, Juvenile Fiction",HarperCollins Publishers Inc.,2008
6708,Digital,OverDrive,EBOOK,2018,1,1,"An Early Wake: County Cork Mystery Series, Book 3",,Sheila Connolly,"Fiction, Mystery","Penguin Group (USA), Inc.",2015
